id,album,artist,url,cover,desc
523,SWEET NONFICTION,NiziU,https://www.qobuz.com/us-en/album/sweet-nonfiction-niziu/rk4j6kigxy2gc,https://static.qobuz.com/images/covers/gc/y2/rk4j6kigxy2gc_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Mar 14, 2024"
524,Feelin' Hot,ICHILLIN',https://www.qobuz.com/us-en/album/feelin-hot-ichillin/hh8nnq3xoh41a,https://static.qobuz.com/images/covers/1a/h4/hh8nnq3xoh41a_230.jpg,"K-Pop - Released by KMENT on Mar 7, 2024"
525,"Red:birthmark (from ""Witch from Mercury"")",Sapphire,https://www.qobuz.com/us-en/album/redbirthmark-from-witch-from-mercury-sapphire/u2w5p253bfwea,https://static.qobuz.com/images/covers/ea/fw/u2w5p253bfwea_230.jpg,"J-Pop - Released by Sapphire on Oct 25, 2023"
526,All for Love,Blank Paper,https://www.qobuz.com/us-en/album/all-for-love-blank-paper/rm6tcfdt5r9pc,https://static.qobuz.com/images/covers/pc/r9/rm6tcfdt5r9pc_230.jpg,"J-Pop - Released by JPU Records Ltd. on Dec 20, 2023"
527,"No, I don’t..",Astro,https://www.qobuz.com/us-en/album/no-i-dont-astro/llnoshevs0xua,https://static.qobuz.com/images/covers/ua/0x/llnoshevs0xua_230.jpg,"Asia - Released by fantagio music on Jun 28, 2020"
528,Tou Gu Shi De Ren,aMEI,https://www.qobuz.com/us-en/album/tou-gu-shi-de-ren-amei/yo5oz51fgvlvb,https://static.qobuz.com/images/covers/vb/vl/yo5oz51fgvlvb_230.jpg,"Asia - Released by Universal Music Taiwan on Dec 12, 2017"
529,REVISIT,張國榮,https://www.qobuz.com/us-en/album/revisit/fqdkiya61u7ob,https://static.qobuz.com/images/covers/ob/u7/fqdkiya61u7ob_230.jpg,"Asia - Released by Universal Music Ltd. on Oct 16, 2020"
530,學友 經典 世界巡迴演唱會 香港站 再見篇 (Live),張學友,https://www.qobuz.com/us-en/album/-/yap24bvw9nzma,https://static.qobuz.com/images/covers/ma/nz/yap24bvw9nzma_230.jpg,"Asia - Released by Universal Music Taiwan on Dec 23, 2021"
531,Wo Hao Ma ? - Tai Yang Ru Chang Sheng Qi,Fish Leong,https://www.qobuz.com/us-en/album/wo-hao-ma-tai-yang-ru-chang-sheng-qi-fish-leong/e8ny47gyr4ebc,https://static.qobuz.com/images/covers/bc/4e/e8ny47gyr4ebc_230.jpg,"Asia - Released by Universal Music Taiwan on May 16, 2019"
532,島國之情歌第四集 香港之戀,Teresa Teng,https://www.qobuz.com/us-en/album/-/y1qzgfcvdoovb,https://static.qobuz.com/images/covers/vb/oo/y1qzgfcvdoovb_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 1, 1953"
533,The Chaos After You,Eric Chou,https://www.qobuz.com/us-en/album/the-chaos-after-you-eric-chou/bnb51nmxr49wa,https://static.qobuz.com/images/covers/wa/49/bnb51nmxr49wa_230.jpg,"Asia - Released by Sony Music Entertainment on Dec 15, 2017"
534,My Way to Love,Eric Chou,https://www.qobuz.com/us-en/album/my-way-to-love-eric-chou/0886444995030,https://static.qobuz.com/images/covers/30/50/0886444995030_230.jpg,"Asia - Released by Sony Music Entertainment on Dec 19, 2014"
535,What Love Has Taught Us,Eric Chou,https://www.qobuz.com/us-en/album/what-love-has-taught-us-eric-chou/0886446012827,https://static.qobuz.com/images/covers/27/28/0886446012827_230.jpg,"Asia - Released by Sony Music Entertainment on Aug 5, 2016"
536,Flower of the Woman,Anita Mui,https://www.qobuz.com/us-en/album/flower-of-the-woman-anita-mui/0886444891998,https://static.qobuz.com/images/covers/98/19/0886444891998_230.jpg,"Asia - Released by Sony Music Entertainment on Feb 16, 1997"
537,Processing,Jace Chan,https://www.qobuz.com/us-en/album/processing-jace-chan/fvq1d8d7fzkmb,https://static.qobuz.com/images/covers/mb/zk/fvq1d8d7fzkmb_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 1, 2002"
538,在水一方,Teresa Teng,https://www.qobuz.com/us-en/album/-/d81ce41wbif8b,https://static.qobuz.com/images/covers/8b/if/d81ce41wbif8b_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 11, 1980"
539,"Wu Bai & China Blue Shuang Mian Dui Jue Yan Chang Hui Quan Ji Lu (""Shuang Mian Dui Jue” Live)",Wu Bai & China Blue,https://www.qobuz.com/us-en/album/wu-bai-china-blue-shuang-mian-dui-jue-yan-chang-hui-quan-ji-lu-wu-bai-china-blue/jput86fauwpqc,https://static.qobuz.com/images/covers/qc/wp/jput86fauwpqc_230.jpg,"Asia - Released by Universal Music Taiwan on Jan 22, 2018"
540,Rainie Yang Essential,Rainie Yang,https://www.qobuz.com/us-en/album/rainie-yang-essential-rainie-yang/xob37myy0oqhv,https://static.qobuz.com/images/covers/hv/oq/xob37myy0oqhv_230.jpg,"Asia - Released by Sony Music Entertainment on Dec 12, 2017"
541,Ginadoll (2nd Edition),AGA,https://www.qobuz.com/us-en/album/ginadoll-aga/ja44xnpxwa2xa,https://static.qobuz.com/images/covers/xa/a2/ja44xnpxwa2xa_230.jpg,"Asia - Released by Universal Music Ltd. on Mar 14, 2016"
542,TRAVEL,MAMAMOO,https://www.qobuz.com/us-en/album/travel-mamamoo/usl3gwf77msdb,https://static.qobuz.com/images/covers/db/ms/usl3gwf77msdb_230.jpg,"Asia - Released by RBW Inc. on Nov 3, 2020"
543,秋色,陳慧嫻,https://www.qobuz.com/us-en/album/-/p12kdo03jys6b,https://static.qobuz.com/images/covers/6b/ys/p12kdo03jys6b_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 1, 1988"
544,Free Soul,Ronghao Li,https://www.qobuz.com/us-en/album/free-soul-ronghao-li/glawcj384rnpa,https://static.qobuz.com/images/covers/pa/rn/glawcj384rnpa_230.jpg,"Asia - Released by WM Taiwan on Dec 21, 2022"
545,Descendants of The Sun OST Part.4 (태양의 후예 OST Part.4),GUMMY(거미),https://www.qobuz.com/us-en/album/descendants-of-the-sun-ost-part4-ost-part4-gummy/acbeoyez23lya,https://static.qobuz.com/images/covers/ya/3l/acbeoyez23lya_230.jpg,"Asia - Released by Music&New on Mar 10, 2016"
546,ANSWER,Angela Aki,https://www.qobuz.com/us-en/album/answer-angela-aki/nmacrrwins0vb,https://static.qobuz.com/images/covers/vb/s0/nmacrrwins0vb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Feb 25, 2015"
547,残響散歌 / 朝が来る,Aimer,https://www.qobuz.com/us-en/album/-aimer/wm4ujdnrre8ma,https://static.qobuz.com/images/covers/ma/e8/wm4ujdnrre8ma_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Jan 12, 2022"
548,Psychoacoustics,關淑怡,https://www.qobuz.com/us-en/album/psychoacoustics/p8yzik6ezmpsc,https://static.qobuz.com/images/covers/sc/mp/p8yzik6ezmpsc_230.jpg,"Asia - Released by Universal Music Ltd. on Aug 9, 2019"
549,愛的根源,譚詠麟,https://www.qobuz.com/us-en/album/-/ru8668mvyczqb,https://static.qobuz.com/images/covers/qb/cz/ru8668mvyczqb_230.jpg,"Asia - Released by Universal Music Ltd. on Jul 27, 1984"
550,Actor,Ryokuoushoku Shakai,https://www.qobuz.com/us-en/album/actor-ryokuoushoku-shakai/w65ywqij67aaa,https://static.qobuz.com/images/covers/aa/7a/w65ywqij67aaa_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Jan 26, 2022"
551,Freesia,URU,https://www.qobuz.com/us-en/album/freesia-uru/b31y4flqvdqda,https://static.qobuz.com/images/covers/da/dq/b31y4flqvdqda_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Feb 15, 2017"
552,Beyond Imagination Too,盧冠廷,https://www.qobuz.com/us-en/album/beyond-imagination-too/f6885t2f78ync,https://static.qobuz.com/images/covers/nc/8y/f6885t2f78ync_230.jpg,"Asia - Released by Universal Music Ltd. on May 25, 2016"
553,Ear,Ronghao Li,https://www.qobuz.com/us-en/album/ear-ronghao-li/pys1ickhbmz3a,https://static.qobuz.com/images/covers/3a/mz/pys1ickhbmz3a_230.jpg,"Asia - Released by WM Taiwan on Oct 17, 2018"
554,嫻情,陳慧嫻,https://www.qobuz.com/us-en/album/-/ho1vzns0tvazb,https://static.qobuz.com/images/covers/zb/va/ho1vzns0tvazb_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 1, 2013"
555,Voyager (Remastered 2019),Yumi Matsutoya,https://www.qobuz.com/us-en/album/voyager-yumi-matsutoya/zc0tflfi9ijjc,https://static.qobuz.com/images/covers/jc/ij/zc0tflfi9ijjc_230.jpg,"J-Pop - Released by Universal Music LLC on Dec 1, 1983"
556,残響散歌 - From THE FIRST TAKE,Aimer,https://www.qobuz.com/us-en/album/-from-the-first-take-aimer/j4glwd3vdstjb,https://static.qobuz.com/images/covers/jb/st/j4glwd3vdstjb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Dec 14, 2022"
557,40th Anniversary Best Album (Remastered 2019),Yumi Matsutoya,https://www.qobuz.com/us-en/album/40th-anniversary-best-album-yumi-matsutoya/k4p5ewdrt4bhc,https://static.qobuz.com/images/covers/hc/4b/k4p5ewdrt4bhc_230.jpg,"J-Pop - Released by Universal Music LLC on Nov 20, 2012"
558,Shape of me,Kwon Jin Ah,https://www.qobuz.com/us-en/album/shape-of-me-kwon-jin-ah/wlu8ro7ji0sbb,https://static.qobuz.com/images/covers/bb/0s/wlu8ro7ji0sbb_230.jpg,"Asia - Released by Antenna on Sep 19, 2019"
559,"Hidden, Not Forgotten",Waa Wei,https://www.qobuz.com/us-en/album/hidden-not-forgotten-waa-wei/y5wl99ax9sf3b,https://static.qobuz.com/images/covers/3b/sf/y5wl99ax9sf3b_230.jpg,"Asia - Released by Mr.Wing Creative on Nov 20, 2019"
560,M87,Kenshi Yonezu,https://www.qobuz.com/us-en/album/m87-kenshi-yonezu/jqgx6jeqa0uib,https://static.qobuz.com/images/covers/ib/0u/jqgx6jeqa0uib_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on May 18, 2022"
561,Excitement of Youth,aimyon,https://www.qobuz.com/us-en/album/excitement-of-youth-aimyon/s1sayfhsf52ta,https://static.qobuz.com/images/covers/ta/52/s1sayfhsf52ta_230.jpg,"J-Pop - Released by WM Japan on Sep 12, 2017"
562,Freedom,Eric Chou,https://www.qobuz.com/us-en/album/freedom-eric-chou/v2kfvsssk803b,https://static.qobuz.com/images/covers/3b/80/v2kfvsssk803b_230.jpg,"Asia - Released by Sony Music Entertainment on Jan 10, 2019"
563,DROP,Minami,https://www.qobuz.com/us-en/album/drop-minami/e5albnfl0r0ta,https://static.qobuz.com/images/covers/ta/r0/e5albnfl0r0ta_230.jpg,"J-Pop - Released by WM Japan on Jul 21, 2021"
564,Any song,Zico,https://www.qobuz.com/us-en/album/any-song-zico/vqfmnevwkrdac,https://static.qobuz.com/images/covers/ac/rd/vqfmnevwkrdac_230.jpg,"Asia - Released by KOZ Entertainment on Jan 13, 2020"
565,Hare Hare,Twice,https://www.qobuz.com/us-en/album/hare-hare-twice/hn42v05u73d1b,https://static.qobuz.com/images/covers/1b/3d/hn42v05u73d1b_230.jpg,"J-Pop - Released by WM Japan on May 12, 2023"
566,故事的感覺,陳慧嫻,https://www.qobuz.com/us-en/album/-/ymmptska3b9ub,https://static.qobuz.com/images/covers/ub/b9/ymmptska3b9ub_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 1, 1984"
567,夢幻舞台,譚詠麟,https://www.qobuz.com/us-en/album/-/iwi4n1kz1mtka,https://static.qobuz.com/images/covers/ka/mt/iwi4n1kz1mtka_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 1, 1990"
568,EasON AIR (Live at EasON AIR),陳奕迅,https://www.qobuz.com/us-en/album/eason-air/t9f5ynds5xsmc,https://static.qobuz.com/images/covers/mc/xs/t9f5ynds5xsmc_230.jpg,"Asia - Released by Universal Music Ltd. on Aug 18, 2022"
569,ヒカリヘ - From THE FIRST TAKE,Miwa,https://www.qobuz.com/us-en/album/-from-the-first-take-miwa/ipqjisvay7itb,https://static.qobuz.com/images/covers/tb/7i/ipqjisvay7itb_230.jpg,"J-Pop - Released by THE FIRST TAKE MUSIC on Nov 16, 2021"
570,Freedom (Deluxe),Eric Chou,https://www.qobuz.com/us-en/album/freedom-deluxe-eric-chou/cbcbk40197jia,https://static.qobuz.com/images/covers/ia/7j/cbcbk40197jia_230.jpg,"Asia - Released by Sony Music Entertainment on Dec 24, 2019"
571,Dear OHMYGIRL,OH MY GIRL,https://www.qobuz.com/us-en/album/dear-ohmygirl-oh-my-girl/vc7o2sl7pgy9a,https://static.qobuz.com/images/covers/9a/gy/vc7o2sl7pgy9a_230.jpg,"K-Pop - Released by WM Entertainment on May 10, 2021"
572,"What's on Your Mind  (""My Best Friend's Breakfast"" Theme Song)",Eric Chou,https://www.qobuz.com/us-en/album/whats-on-your-mind-eric-chou/zbxoipfkf0r2b,https://static.qobuz.com/images/covers/2b/0r/zbxoipfkf0r2b_230.jpg,"Asia - Released by Sony Music Entertainment on Jan 28, 2022"
573,Do not touch,MISAMO,https://www.qobuz.com/us-en/album/do-not-touch-misamo/e6aikazp640rc,https://static.qobuz.com/images/covers/rc/40/e6aikazp640rc_230.jpg,"J-Pop - Released by WM Japan on Jul 14, 2023"
574,Dear Life,Yisa Yu,https://www.qobuz.com/us-en/album/dear-life-yisa-yu/ilj3a1b7gz2fc,https://static.qobuz.com/images/covers/fc/z2/ilj3a1b7gz2fc_230.jpg,"Asia - Released by HIM International Music Inc. on Aug 24, 2022"
575,Homework,盧冠廷,https://www.qobuz.com/us-en/album/homework/s66ezgs5wj1yc,https://static.qobuz.com/images/covers/yc/j1/s66ezgs5wj1yc_230.jpg,"Asia - Released by Universal Music Ltd. on Aug 7, 2020"
576,SHALALA - The 1st Mini Album,TAEYONG,https://www.qobuz.com/us-en/album/shalala-the-1st-mini-album-taeyong/n5v6eu01d7sxb,https://static.qobuz.com/images/covers/xb/7s/n5v6eu01d7sxb_230.jpg,"K-Pop - Released by SM Entertainment on Jun 5, 2023"
577,GOT7,GOT7,https://www.qobuz.com/us-en/album/got7-got7/xrva2mx2j1n3b,https://static.qobuz.com/images/covers/3b/1n/xrva2mx2j1n3b_230.jpg,"K-Pop - Released by WM Korea on May 23, 2022"
578,#HUMANKIND,Lucia,https://www.qobuz.com/us-en/album/humankind-lucia/ljozkbpcr1ddc,https://static.qobuz.com/images/covers/dc/1d/ljozkbpcr1ddc_230.jpg,"K-Pop - Released by GYU on Oct 9, 2023"
579,LiVE is Smile Always~LADYBUG~ at NIPPON BUDOKAN,Lisa,https://www.qobuz.com/us-en/album/live-is-smile-alwaysladybug-at-nippon-budokan-lisa/tqme4corth5za,https://static.qobuz.com/images/covers/za/h5/tqme4corth5za_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Apr 19, 2023"
580,SHINJI TANIMURA RECITAL 2022「THE SINGER」 ～夢のその先～ (Live At 国立劇場 / 2022),Shinji Tanimura,https://www.qobuz.com/us-en/album/shinji-tanimura-recital-2022the-singer-shinji-tanimura/caijhpurrwi8a,https://static.qobuz.com/images/covers/8a/wi/caijhpurrwi8a_230.jpg,"J-Pop - Released by Universal Music LLC on Jul 13, 2022"
581,Favorite - The 3rd Album Repackage,NCT 127,https://www.qobuz.com/us-en/album/favorite-the-3rd-album-repackage-nct-127/fbz1zxgwrohda,https://static.qobuz.com/images/covers/da/oh/fbz1zxgwrohda_230.jpg,"K-Pop - Released by SM Entertainment on Oct 25, 2021"
582,愛情陷阱,譚詠麟,https://www.qobuz.com/us-en/album/-/yj8le50fv8jxb,https://static.qobuz.com/images/covers/xb/8j/yj8le50fv8jxb_230.jpg,"Asia - Released by Universal Music Ltd. on Feb 15, 1985"
583,MISSLIM (Remastered 2019),Yumi Arai,https://www.qobuz.com/us-en/album/misslim-yumi-arai/bc5giox81o0sc,https://static.qobuz.com/images/covers/sc/o0/bc5giox81o0sc_230.jpg,"J-Pop - Released by Universal Music LLC on Oct 5, 1974"
584,Holy Trip!,Trash,https://www.qobuz.com/us-en/album/holy-trip-trash/i3noeqhmz1fea,https://static.qobuz.com/images/covers/ea/1f/i3noeqhmz1fea_230.jpg,"Asia - Released by WM Taiwan on Sep 24, 2021"
585,miwa The Best,Miwa,https://www.qobuz.com/us-en/album/miwa-the-best-miwa/e1vsaay3i9kjb,https://static.qobuz.com/images/covers/jb/9k/e1vsaay3i9kjb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Jul 11, 2018"
586,FLASH,Rocket Punch,https://www.qobuz.com/us-en/album/flash-rocket-punch/c10qrkxpo5wsa,https://static.qobuz.com/images/covers/sa/5w/c10qrkxpo5wsa_230.jpg,"Asia - Released by Woollim Entertainment on Aug 29, 2022"
587,Our Beloved Summer (Original Television Soundtrack) Special,Various Artists,https://www.qobuz.com/us-en/album/our-beloved-summer-original-television-soundtrack-special-various-artists/lb649kxhdp2ob,https://static.qobuz.com/images/covers/ob/p2/lb649kxhdp2ob_230.jpg,"Asia - Released by MOST CONTENTS on Jan 26, 2022"
588,Flare,milet,https://www.qobuz.com/us-en/album/flare-milet/ala592acu9tea,https://static.qobuz.com/images/covers/ea/9t/ala592acu9tea_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Mar 7, 2022"
589,子曰,Chet Lam,https://www.qobuz.com/us-en/album/chet-lam/hcweotuilft0b,https://static.qobuz.com/images/covers/0b/ft/hcweotuilft0b_230.jpg,"Asia - Released by LYFE Company Limited on Apr 11, 2022"
590,ちゅ、多様性。,Ano,https://www.qobuz.com/us-en/album/ano/n7gu0764o2kcb,https://static.qobuz.com/images/covers/cb/2k/n7gu0764o2kcb_230.jpg,"J-Pop - Released by Toy's Factory on Nov 23, 2022"
591,AKINA BOX 1982-1991,Akina Nakamori,https://www.qobuz.com/us-en/album/akina-box-1982-1991-akina-nakamori/f6a04on4su8rb,https://static.qobuz.com/images/covers/rb/u8/f6a04on4su8rb_230.jpg,"J-Pop - Released by WM Japan on Dec 9, 2020"
592,"Graduation  (""Mom, Don't Do That!"" TV Series Theme Song)",Eric Chou,https://www.qobuz.com/us-en/album/graduation-eric-chou/chwwtd8x3ijia,https://static.qobuz.com/images/covers/ia/ij/chwwtd8x3ijia_230.jpg,"Asia - Released by M.Star Entertainment Ltd. on Jul 22, 2022"
593,Descendants of The Sun OST Part.3 (태양의 후예 OST Part.3),DAVICHI(다비치),https://www.qobuz.com/us-en/album/descendants-of-the-sun-ost-part3-ost-part3-davichi/jyupud29lmevc,https://static.qobuz.com/images/covers/vc/me/jyupud29lmevc_230.jpg,"Asia - Released by Music&New on Mar 3, 2016"
594,HARMONY : ZERO IN,P1Harmony,https://www.qobuz.com/us-en/album/harmony-zero-in-p1harmony/p7j7x7tutfhgb,https://static.qobuz.com/images/covers/gb/fh/p7j7x7tutfhgb_230.jpg,"Asia - Released by FNC Entertainment on Jul 20, 2022"
595,Oz.,Yama,https://www.qobuz.com/us-en/album/oz-yama/w0fvctyxmt9lb,https://static.qobuz.com/images/covers/lb/t9/w0fvctyxmt9lb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Oct 22, 2021"
596,PLAY(Special Edition),Masaki Suda,https://www.qobuz.com/us-en/album/playspecial-edition-masaki-suda/p7ovs5hhwh97b,https://static.qobuz.com/images/covers/7b/h9/p7ovs5hhwh97b_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Mar 21, 2018"
597,The Code,陳奕迅,https://www.qobuz.com/us-en/album/-/jp4gtc13ly58b,https://static.qobuz.com/images/covers/8b/y5/jp4gtc13ly58b_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 9, 2023"
598,First of all,HYNN,https://www.qobuz.com/us-en/album/first-of-all-hynn/r1dq2c0jy7rea,https://static.qobuz.com/images/covers/ea/7r/r1dq2c0jy7rea_230.jpg,"Asia - Released by NEWORDER ENTERTAINMENT on Nov 23, 2022"
599,冬戀,關淑怡,https://www.qobuz.com/us-en/album/-/atoimb3auvhob,https://static.qobuz.com/images/covers/ob/vh/atoimb3auvhob_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 1, 1989"
600,Narratage - From THE FIRST TAKE,Adieu,https://www.qobuz.com/us-en/album/narratage-from-the-first-take-adieu/v9egorijag8tb,https://static.qobuz.com/images/covers/tb/g8/v9egorijag8tb_230.jpg,"J-Pop - Released by THE FIRST TAKE MUSIC on Mar 3, 2021"
601,En,Ronghao Li,https://www.qobuz.com/us-en/album/en-ronghao-li/entnfl8k1filc,https://static.qobuz.com/images/covers/lc/fi/entnfl8k1filc_230.jpg,"Asia - Released by WM Taiwan on Nov 17, 2017"
602,Joker,Mika Nakashima,https://www.qobuz.com/us-en/album/joker-mika-nakashima/kmfvwz5h00dob,https://static.qobuz.com/images/covers/ob/0d/kmfvwz5h00dob_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Oct 7, 2020"
603,별 떨어진다 I Do,D.O.,https://www.qobuz.com/us-en/album/-i-do-do/gke7x5b9zlpvc,https://static.qobuz.com/images/covers/vc/lp/gke7x5b9zlpvc_230.jpg,"K-Pop - Released by SM Entertainment on Sep 8, 2023"
604,When You Loved Me,Eric Chou|Shan Yi Chun,https://www.qobuz.com/us-en/album/when-you-loved-me-eric-chou-shan-yi-chun/up3acnwf41p8a,https://static.qobuz.com/images/covers/8a/1p/up3acnwf41p8a_230.jpg,"Asia - Released by Sony Music Entertainment on Mar 5, 2021"
605,Akina,Akina Nakamori,https://www.qobuz.com/us-en/album/akina-akina-nakamori/nwemikmgecwqa,https://static.qobuz.com/images/covers/qa/cw/nwemikmgecwqa_230.jpg,"J-Pop - Released by Universal Music LLC on Nov 8, 2017"
606,陳慧嫻,陳慧嫻,https://www.qobuz.com/us-en/album/-/fwpuw9xnw188b,https://static.qobuz.com/images/covers/8b/18/fwpuw9xnw188b_230.jpg,"Asia - Released by Universal Music Ltd. on Jan 1, 1985"
607,Mallarme's Tuesdays,吳青峰,https://www.qobuz.com/us-en/album/-/gjzv3hvnpc2rb,https://static.qobuz.com/images/covers/rb/c2/gjzv3hvnpc2rb_230.jpg,"Asia - Released by Universal Music Taiwan on Sep 30, 2022"
608,Versus the night,Yama,https://www.qobuz.com/us-en/album/versus-the-night-yama/shanpi9yxxgja,https://static.qobuz.com/images/covers/ja/xg/shanpi9yxxgja_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Aug 31, 2022"
609,pink blue,Ryokuoushoku Shakai,https://www.qobuz.com/us-en/album/pink-blue-ryokuoushoku-shakai/gx6nd7ee0bpda,https://static.qobuz.com/images/covers/da/bp/gx6nd7ee0bpda_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on May 17, 2023"
610,Capítulo,梁詠琪,https://www.qobuz.com/us-en/album/capitulo/nmq6zwl44ujwc,https://static.qobuz.com/images/covers/wc/uj/nmq6zwl44ujwc_230.jpg,"Asia - Released by Universal Music Ltd. on Oct 28, 2021"
611,"Our Beloved Summer (Original Television Soundtrack), Pt. 2",Bibi,https://www.qobuz.com/us-en/album/our-beloved-summer-original-television-soundtrack-pt-2-bibi/hu7nwi5w9892a,https://static.qobuz.com/images/covers/2a/89/hu7nwi5w9892a_230.jpg,"Asia - Released by MOST CONTENTS on Dec 13, 2021"
612,MIZU,AGA,https://www.qobuz.com/us-en/album/mizu-aga/oawk8q9l3ofhb,https://static.qobuz.com/images/covers/hb/of/oawk8q9l3ofhb_230.jpg,"Asia - Released by Universal Music Ltd. on Mar 23, 2023"
613,Movie to Music (2nd Edition),盧冠廷,https://www.qobuz.com/us-en/album/movie-to-music/gd38mqo2it8ca,https://static.qobuz.com/images/covers/ca/t8/gd38mqo2it8ca_230.jpg,"Asia - Released by Universal Music Ltd. on Apr 9, 2018"
614,What You Waiting For,JEON SOMI,https://www.qobuz.com/us-en/album/what-you-waiting-for-jeon-somi/fdg42kyr6jqhc,https://static.qobuz.com/images/covers/hc/jq/fdg42kyr6jqhc_230.jpg,"K-Pop - Released by THE BLACK LABEL - Interscope Records on Jul 22, 2020"
615,VOICE,Mika Nakashima,https://www.qobuz.com/us-en/album/voice-mika-nakashima/ebxvpyzi0lk5a,https://static.qobuz.com/images/covers/5a/lk/ebxvpyzi0lk5a_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Dec 3, 2008"
616,Be a flower,Ryokuoushoku Shakai,https://www.qobuz.com/us-en/album/be-a-flower-ryokuoushoku-shakai/sfqxytx5ahqra,https://static.qobuz.com/images/covers/ra/hq/sfqxytx5ahqra_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Dec 6, 2023"
617,Nabillera,HyunA,https://www.qobuz.com/us-en/album/nabillera-hyuna/kj8jvl58epdmb,https://static.qobuz.com/images/covers/mb/pd/kj8jvl58epdmb_230.jpg,"Asia - Released by P NATION on Jul 20, 2022"
618,HERE & THERE (Live),AGA,https://www.qobuz.com/us-en/album/here-there-aga/jr41qkdgn79yb,https://static.qobuz.com/images/covers/yb/79/jr41qkdgn79yb_230.jpg,"Asia - Released by Universal Music Ltd. on Dec 15, 2021"
619,Tomorrow,AGA,https://www.qobuz.com/us-en/album/tomorrow-aga/ue41b6gcge7qc,https://static.qobuz.com/images/covers/qc/e7/ue41b6gcge7qc_230.jpg,"Asia - Released by Universal Music Ltd. on Feb 7, 2022"
620,Killing Me,Chung Ha,https://www.qobuz.com/us-en/album/killing-me-chung-ha/e5pic91kujqsc,https://static.qobuz.com/images/covers/sc/jq/e5pic91kujqsc_230.jpg,"K-Pop - Released by MNH ENTERTAINMENT on Nov 29, 2021"
621,道標 2022,Masaharu Fukuyama,https://www.qobuz.com/us-en/album/-2022-masaharu-fukuyama/lqprinszg61pb,https://static.qobuz.com/images/covers/pb/61/lqprinszg61pb_230.jpg,"J-Pop - Released by Universal Music LLC on Feb 6, 2022"
622,I Can't Help It,Kim Na Young,https://www.qobuz.com/us-en/album/i-cant-help-it-kim-na-young/oehumcodupkla,https://static.qobuz.com/images/covers/la/pk/oehumcodupkla_230.jpg,"Asia - Released by FLEX M on Aug 31, 2022"
623,Lightly,陳奕迅,https://www.qobuz.com/us-en/album/-/wnucuq266xhdc,https://static.qobuz.com/images/covers/dc/xh/wnucuq266xhdc_230.jpg,"Asia - Released by Universal Music Ltd. on Mar 10, 2023"
624,YOARI X MY DEMON,Yoari,https://www.qobuz.com/us-en/album/yoari-x-my-demon-yoari/uswk2zy2cuxab,https://static.qobuz.com/images/covers/ab/ux/uswk2zy2cuxab_230.jpg,"K-Pop - Released by SBS Contents Hub Co., Ltd. on Dec 23, 2023"
625,TOKYO - From THE FIRST TAKE,YUI,https://www.qobuz.com/us-en/album/tokyo-from-the-first-take-yui/aqzc60tceq4yb,https://static.qobuz.com/images/covers/yb/q4/aqzc60tceq4yb_230.jpg,"J-Pop - Released by THE FIRST TAKE MUSIC on Nov 16, 2021"
626,J.Sheon,J.Sheon,https://www.qobuz.com/us-en/album/jsheon-jsheon/0886446480091,https://static.qobuz.com/images/covers/91/00/0886446480091_230.jpg,"Asia - Released by Sony Music Entertainment on May 5, 2017"
627,初恋 (2022 Remastering),Hikaru Utada,https://www.qobuz.com/us-en/album/-2022-remastering-hikaru-utada/we6kzwvfm6iqc,https://static.qobuz.com/images/covers/qc/6i/we6kzwvfm6iqc_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Dec 9, 2022"
628,EAU DE VIXX,Vixx,https://www.qobuz.com/us-en/album/eau-de-vixx-vixx/jkpc4wolyi9vc,https://static.qobuz.com/images/covers/vc/i9/jkpc4wolyi9vc_230.jpg,"Asia - Released by Jellyfish Entertainment on Apr 17, 2018"
