id,album,artist,url,cover,desc
1,狂言,Ado,https://www.qobuz.com/us-en/album/ado/rb40m68r59uka,https://static.qobuz.com/images/covers/ka/9u/rb40m68r59uka_230.jpg,"J-Pop - Released by Universal Music LLC on Jan 26, 2022"
2,ME,Jisoo,https://www.qobuz.com/us-en/album/me-jisoo/k9lpneyxr2bab,https://static.qobuz.com/images/covers/ab/2b/k9lpneyxr2bab_230.jpg,"K-Pop - Released by YG Entertainment - Interscope Records on Mar 31, 2023"
3,ALL OUT,K/DA,https://www.qobuz.com/us-en/album/all-out-k-da/i94i3oen4b7ea,https://static.qobuz.com/images/covers/ea/b7/i94i3oen4b7ea_230.jpg,"Asia - Released by Riot Games on Nov 6, 2020"
4,MY WORLD - The 3rd Mini Album,aespa,https://www.qobuz.com/us-en/album/my-world-the-3rd-mini-album-aespa/a8s744phedf2b,https://static.qobuz.com/images/covers/2b/df/a8s744phedf2b_230.jpg,"K-Pop - Released by SM Entertainment  -  Warner Records on May 8, 2023"
5,UTA'S SONGS ONE PIECE FILM RED,Ado,https://www.qobuz.com/us-en/album/utas-songs-one-piece-film-red-ado/l6wqh3teh1hvb,https://static.qobuz.com/images/covers/vb/1h/l6wqh3teh1hvb_230.jpg,"J-Pop - Released by Universal Music LLC on Aug 9, 2022"
6,THE ALBUM,BLACKPINK,https://www.qobuz.com/us-en/album/the-album-blackpink/ps33j34fkxloa,https://static.qobuz.com/images/covers/oa/xl/ps33j34fkxloa_230.jpg,"K-Pop - Released by YG Entertainment - Interscope Records on Oct 2, 2020"
7,Drama - The 4th Mini Album,aespa,https://www.qobuz.com/us-en/album/drama-the-4th-mini-album-aespa/e04zpbtb4w7aa,https://static.qobuz.com/images/covers/aa/w7/e04zpbtb4w7aa_230.jpg,"K-Pop - Released by SM Entertainment  -  Warner Records on Nov 10, 2023"
8,The Winning,IU,https://www.qobuz.com/us-en/album/the-winning-iu/ttw2iwul4hjhb,https://static.qobuz.com/images/covers/hb/hj/ttw2iwul4hjhb_230.jpg,"K-Pop - Released by EDAM Entertainment on Feb 20, 2024"
9,JENNIE Special Single [You & Me],Jennie,https://www.qobuz.com/us-en/album/jennie-special-single-you-me-jennie/uhlsnv4nogh7b,https://static.qobuz.com/images/covers/7b/gh/uhlsnv4nogh7b_230.jpg,"K-Pop - Released by YG Entertainment - Interscope Records on Oct 6, 2023"
10,LOVE DIVE,Ive,https://www.qobuz.com/us-en/album/love-dive-ive/w7ikk6u2onnha,https://static.qobuz.com/images/covers/ha/nn/w7ikk6u2onnha_230.jpg,"Asia - Released by Starship Entertainment on Apr 5, 2022"
11,GAME PLAN,JEON SOMI,https://www.qobuz.com/us-en/album/game-plan-jeon-somi/lrqe5ee7i6mrb,https://static.qobuz.com/images/covers/rb/6m/lrqe5ee7i6mrb_230.jpg,"K-Pop - Released by THEBLACKLABEL - Interscope Records on Aug 7, 2023"
12,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,https://www.qobuz.com/us-en/album/the-girls-blackpink/yt2ob0y5hl7aa,https://static.qobuz.com/images/covers/aa/l7/yt2ob0y5hl7aa_230.jpg,"K-Pop - Released by YG Entertainment - Interscope Records on Jul 8, 2022"
13,Chill Kill - The 3rd Album,Red Velvet,https://www.qobuz.com/us-en/album/chill-kill-the-3rd-album-red-velvet/zka731urp7xoa,https://static.qobuz.com/images/covers/oa/7x/zka731urp7xoa_230.jpg,"K-Pop - Released by SM Entertainment on Nov 13, 2023"
14,To. X - The 5th Mini Album,Taeyeon,https://www.qobuz.com/us-en/album/to-x-the-5th-mini-album-taeyeon/o34rbsqmk62ac,https://static.qobuz.com/images/covers/ac/62/o34rbsqmk62ac_230.jpg,"K-Pop - Released by SM Entertainment on Nov 27, 2023"
15,Anytime Anywhere,milet,https://www.qobuz.com/us-en/album/anytime-anywhere-milet/oo4vzv3r5mpvc,https://static.qobuz.com/images/covers/vc/mp/oo4vzv3r5mpvc_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Sep 29, 2023"
16,The 4th Mini Album 'VERSUS',VIVIZ,https://www.qobuz.com/us-en/album/the-4th-mini-album-versus-viviz/zbrd33a5wcpla,https://static.qobuz.com/images/covers/la/cp/zbrd33a5wcpla_230.jpg,"K-Pop - Released by BIGPLANETMADE on Nov 2, 2023"
17,Better Things,aespa,https://www.qobuz.com/us-en/album/better-things-aespa/ptwufzsvzbq9a,https://static.qobuz.com/images/covers/9a/bq/ptwufzsvzbq9a_230.jpg,"K-Pop - Released by SM Entertainment  -  Warner Records on Aug 18, 2023"
18,Love poem,IU,https://www.qobuz.com/us-en/album/love-poem-iu/ln8173bakuqja,https://static.qobuz.com/images/covers/ja/uq/ln8173bakuqja_230.jpg,"Asia - Released by KakaoM on Nov 18, 2019"
19,THE BADDEST,K/DA|(G)I-DLE|Wolftyla,https://www.qobuz.com/us-en/album/the-baddest-k-da-gi-dle-and-wolftyla-featuring-bea-miller-and-league-of-legends/ddywdo8bop4na,https://static.qobuz.com/images/covers/na/p4/ddywdo8bop4na_230.jpg,"Asia - Released by Riot Games on Aug 27, 2020"
20,KICK BACK,Kenshi Yonezu,https://www.qobuz.com/us-en/album/kick-back-kenshi-yonezu/ukogtitohgsec,https://static.qobuz.com/images/covers/ec/gs/ukogtitohgsec_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Oct 12, 2022"
21,Masterpiece,MISAMO,https://www.qobuz.com/us-en/album/masterpiece-misamo/pgw2gy4u5dfza,https://static.qobuz.com/images/covers/za/df/pgw2gy4u5dfza_230.jpg,"J-Pop - Released by WM Japan on Jul 25, 2023"
22,LALISA,Lisa,https://www.qobuz.com/us-en/album/lalisa-lisa/whfykjwilaumc,https://static.qobuz.com/images/covers/mc/au/whfykjwilaumc_230.jpg,"K-Pop - Released by YG Entertainment - Interscope Records on Sep 10, 2021"
23,Girls - The 2nd Mini Album,aespa,https://www.qobuz.com/us-en/album/girls-the-2nd-mini-album-aespa/rrxt2smgygmbc,https://static.qobuz.com/images/covers/bc/gm/rrxt2smgygmbc_230.jpg,"K-Pop - Released by SM Entertainment  -  Warner Records on Jul 8, 2022"
24,HEAT,(G)I-DLE,https://www.qobuz.com/us-en/album/heat-gi-dle/qn86bv2zonila,https://static.qobuz.com/images/covers/la/ni/qn86bv2zonila_230.jpg,"K-Pop - Released by CUBE ENTERTAINMENT INC. - 88rising Music on Sep 7, 2023"
25,eight,IU,https://www.qobuz.com/us-en/album/eight-iu/sfcgn7y2cuqtb,https://static.qobuz.com/images/covers/tb/uq/sfcgn7y2cuqtb_230.jpg,"Asia - Released by EDAM엔터테인먼트 on May 6, 2020"
26,Gold　～また逢う日まで～,Hikaru Utada,https://www.qobuz.com/us-en/album/gold-hikaru-utada/h3vlus0y94atb,https://static.qobuz.com/images/covers/tb/4a/h3vlus0y94atb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Jul 28, 2023"
27,FESTA,Purple Kiss,https://www.qobuz.com/us-en/album/festa-purple-kiss/kzxj25y0074kb,https://static.qobuz.com/images/covers/kb/74/kzxj25y0074kb_230.jpg,"K-Pop - Released by RBW Inc. on Sep 5, 2023"
28,"ACT 1, SCENE 1",MAMAMOO+,https://www.qobuz.com/us-en/album/act-1-scene-1-mamamoo-/u3bse3foa3tkc,https://static.qobuz.com/images/covers/kc/3t/u3bse3foa3tkc_230.jpg,"Asia - Released by RBW Inc. on Mar 29, 2023"
29,EENIE MEENIE,Chung Ha,https://www.qobuz.com/us-en/album/eenie-meenie-chung-ha/oz7nm8c1jn5jb,https://static.qobuz.com/images/covers/jb/n5/oz7nm8c1jn5jb_230.jpg,"K-Pop - Released by MORE VISION on Mar 11, 2024"
30,Wish You Hell - The 2nd Mini Album,Wendy,https://www.qobuz.com/us-en/album/wish-you-hell-the-2nd-mini-album-wendy/vn57o0nzds0wa,https://static.qobuz.com/images/covers/wa/s0/vn57o0nzds0wa_230.jpg,"K-Pop - Released by SM Entertainment on Mar 12, 2024"
31,KISS OF LIFE,Kiss Of Life,https://www.qobuz.com/us-en/album/kiss-of-life-kiss-of-life/qhslvlhs9898a,https://static.qobuz.com/images/covers/8a/89/qhslvlhs9898a_230.jpg,"K-Pop - Released by S2 ENTERTAINMENT INC. on Jul 5, 2023"
32,1st Album [Dystopia : The Tree of Language],Dreamcatcher,https://www.qobuz.com/us-en/album/1st-album-dystopia-the-tree-of-language-dreamcatcher/wnt3jsuyzpmwc,https://static.qobuz.com/images/covers/wc/pm/wnt3jsuyzpmwc_230.jpg,"K-Pop - Released by DREAMCATCHER COMPANY on Feb 18, 2020"
33,5am,milet,https://www.qobuz.com/us-en/album/5am-milet/gikyermexkaic,https://static.qobuz.com/images/covers/ic/ka/gikyermexkaic_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Aug 30, 2023"
34,Cabin Fever,Purple Kiss,https://www.qobuz.com/us-en/album/cabin-fever-purple-kiss/ci84a5tlt0kua,https://static.qobuz.com/images/covers/ua/0k/ci84a5tlt0kua_230.jpg,"Asia - Released by RBW Inc. on Feb 15, 2023"
35,WAVE,Ive,https://www.qobuz.com/us-en/album/wave-ive/uvmav8bxca17a,https://static.qobuz.com/images/covers/7a/a1/uvmav8bxca17a_230.jpg,"K-Pop - Released by Sony Music Labels Inc. on May 31, 2023"
36,The Flash,Kwon Eun Bi,https://www.qobuz.com/us-en/album/the-flash-kwon-eun-bi/nj2bgmqepsnua,https://static.qobuz.com/images/covers/ua/sn/nj2bgmqepsnua_230.jpg,"K-Pop - Released by Woollim Entertainment on Aug 2, 2023"
37,Ibara,Ado,https://www.qobuz.com/us-en/album/ibara-ado/dn7jk7ygocdgc,https://static.qobuz.com/images/covers/gc/cd/dn7jk7ygocdgc_230.jpg,"J-Pop - Released by UNIVERSAL MUSIC LLC on May 9, 2023"
38,Himawari,Ado,https://www.qobuz.com/us-en/album/himawari-ado/yyyas1mychmia,https://static.qobuz.com/images/covers/ia/hm/yyyas1mychmia_230.jpg,"J-Pop - Released by UNIVERSAL MUSIC LLC on Jul 11, 2023"
39,[BONVOYAGE (Farewell Ver.)],Dreamcatcher,https://www.qobuz.com/us-en/album/bonvoyage-farewell-ver-dreamcatcher/jxyna2debavra,https://static.qobuz.com/images/covers/ra/av/jxyna2debavra_230.jpg,"K-Pop - Released by DREAMCATCHER COMPANY on Sep 14, 2023"
40,HELP EVER HURT NEVER,Fujii Kaze,https://www.qobuz.com/us-en/album/help-ever-hurt-never-fujii-kaze/zvkn4ilwljp6b,https://static.qobuz.com/images/covers/6b/jp/zvkn4ilwljp6b_230.jpg,"J-Pop - Released by UNIVERSAL MUSIC LLC on May 20, 2020"
41,R,Rose,https://www.qobuz.com/us-en/album/r-rose/n48tuijeqhjhc,https://static.qobuz.com/images/covers/hc/hj/n48tuijeqhjhc_230.jpg,"K-Pop - Released by YG Entertainment - Interscope Records on Mar 12, 2021"
42,Mignonne (Mastered by Bernie Grundman),Taeko Onuki,https://www.qobuz.com/us-en/album/mignonne-mastered-by-bernie-grundman-taeko-onuki/ojrjs3xwerq1b,https://static.qobuz.com/images/covers/1b/rq/ojrjs3xwerq1b_230.jpg,"J-Pop - Released by Sony Music Direct (Japan) Inc. on Sep 21, 1978"
43,I WANT,Ive,https://www.qobuz.com/us-en/album/i-want-ive/u7fmt1fs8xnrc,https://static.qobuz.com/images/covers/rc/xn/u7fmt1fs8xnrc_230.jpg,"K-Pop - Released by Starship Entertainment on Jul 13, 2023"
44,I DO,(G)I-DLE,https://www.qobuz.com/us-en/album/i-do-gi-dle/p1glhmff60muc,https://static.qobuz.com/images/covers/uc/0m/p1glhmff60muc_230.jpg,"K-Pop - Released by CUBE ENTERTAINMENT - 88rising Music on Jul 13, 2023"
45,Open a Door,Aimer,https://www.qobuz.com/us-en/album/open-a-door-aimer/j1yzb5cn2sclb,https://static.qobuz.com/images/covers/lb/sc/j1yzb5cn2sclb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Jul 26, 2023"
46,Stellar Stellar - From THE FIRST TAKE,Suisei Hoshimachi,https://www.qobuz.com/us-en/album/stellar-stellar-from-the-first-take-hoshimachi-suisei/xm5cckseqcfva,https://static.qobuz.com/images/covers/va/cf/xm5cckseqcfva_230.jpg,"J-Pop - Released by cover corp. on Feb 10, 2023"
47,All Night,Ive|Saweetie,https://www.qobuz.com/us-en/album/all-night-ive-saweetie/k453du1aigica,https://static.qobuz.com/images/covers/ca/gi/k453du1aigica_230.jpg,"K-Pop - Released by Starship Entertainment - Columbia on Jan 19, 2024"
48,BXX,Purple Kiss,https://www.qobuz.com/us-en/album/bxx-purple-kiss/xwb9geda2iafc,https://static.qobuz.com/images/covers/fc/ia/xwb9geda2iafc_230.jpg,"K-Pop - Released by RBW Inc. on Mar 19, 2024"
49,TEENFRESH,StayC,https://www.qobuz.com/us-en/album/teenfresh-stayc/z1c9kseiuqkub,https://static.qobuz.com/images/covers/ub/qk/z1c9kseiuqkub_230.jpg,"K-Pop - Released by High Up Entertainment on Aug 16, 2023"
50,Bam Yang Gang,Bibi,https://www.qobuz.com/us-en/album/bam-yang-gang-bibi/hnuq3cxpe1luc,https://static.qobuz.com/images/covers/uc/1l/hnuq3cxpe1luc_230.jpg,"K-Pop - Released by FeelGhoodMusic on Feb 13, 2024"
51,Midnight Crusin'  (2020 Remastered),Kingo Hamada,https://www.qobuz.com/us-en/album/midnight-crusin-kingo-hamada/eosevc537pq5a,https://static.qobuz.com/images/covers/5a/pq/eosevc537pq5a_230.jpg,"J-Pop - Released by WM Japan on Jan 1, 1982"
52,[Luck Inside 7 Doors]  (2024 Concert Ver.),Dreamcatcher,https://www.qobuz.com/us-en/album/luck-inside-7-doors-dreamcatcher/cb9t17p81wbcb,https://static.qobuz.com/images/covers/cb/wb/cb9t17p81wbcb_230.jpg,"K-Pop - Released by DREAMCATCHER COMPANY on Mar 8, 2024"
53,BAD MODE,Hikaru Utada,https://www.qobuz.com/us-en/album/bad-mode-hikaru-utada/v7q4mixb147zb,https://static.qobuz.com/images/covers/zb/47/v7q4mixb147zb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Jan 19, 2022"
54,Spinning Globe,Kenshi Yonezu,https://www.qobuz.com/us-en/album/spinning-globe-kenshi-yonezu/nxuc6ogl4vpib,https://static.qobuz.com/images/covers/ib/vp/nxuc6ogl4vpib_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Jul 17, 2023"
55,REVELATION,G.E.M.,https://www.qobuz.com/us-en/album/revelation-gem/si0udwfobbktc,https://static.qobuz.com/images/covers/tc/bk/si0udwfobbktc_230.jpg,"Asia - Released by WM China on Sep 23, 2022"
56,Born to be XX,Kiss Of Life,https://www.qobuz.com/us-en/album/born-to-be-xx-kiss-of-life/wwtes8ycv1yqc,https://static.qobuz.com/images/covers/qc/1y/wwtes8ycv1yqc_230.jpg,"K-Pop - Released by S2 ENTERTAINMENT INC. on Nov 8, 2023"
57,Rebellion,Ado,https://www.qobuz.com/us-en/album/rebellion-ado/jzc2fw2gy3vea,https://static.qobuz.com/images/covers/ea/3v/jzc2fw2gy3vea_230.jpg,"J-Pop - Released by Universal Music LLC on Sep 18, 2022"
58,HARD - The 8th Album,SHINee,https://www.qobuz.com/us-en/album/hard-the-8th-album-shinee/xaixsn766ygtc,https://static.qobuz.com/images/covers/tc/yg/xaixsn766ygtc_230.jpg,"K-Pop - Released by SM Entertainment on Jun 26, 2023"
59,PACIFIC,Haruomi Hosono|Shigeru Suzuki|Tatsuro Yamashita,https://www.qobuz.com/us-en/album/pacific-music-by-haruomi-hosonoshigeru-suzukitatsuro-yamashita/cuigmvfn0k5tc,https://static.qobuz.com/images/covers/tc/k5/cuigmvfn0k5tc_230.jpg,"J-Pop - Released by Sony Music Direct (Japan) Inc. on Jul 24, 2013"
60,月を見ていた,Kenshi Yonezu,https://www.qobuz.com/us-en/album/kenshi-yonezu/saxs1vxlnakkc,https://static.qobuz.com/images/covers/kc/ak/saxs1vxlnakkc_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Jun 26, 2023"
61,the Billage of perception: chapter three,Billlie,https://www.qobuz.com/us-en/album/the-billage-of-perception-chapter-three-billlie/g8ctac7t03qsc,https://static.qobuz.com/images/covers/sc/3q/g8ctac7t03qsc_230.jpg,"Asia - Released by MYSTIC STORY on Mar 28, 2023"
62,WAVE,Ive,https://www.qobuz.com/us-en/album/wave-ive/e7v5wkds3jmxc,https://static.qobuz.com/images/covers/xc/jm/e7v5wkds3jmxc_230.jpg,"K-Pop - Released by Sony Music Labels Inc. on May 9, 2023"
63,Usseewa,Ado,https://www.qobuz.com/us-en/album/usseewa-ado/r1orulnatebtb,https://static.qobuz.com/images/covers/tb/eb/r1orulnatebtb_230.jpg,"J-Pop - Released by UNIVERSAL MUSIC LLC on Oct 23, 2020"
64,踊,Ado,https://www.qobuz.com/us-en/album/ado/yiza8k6sxszwa,https://static.qobuz.com/images/covers/wa/sz/yiza8k6sxszwa_230.jpg,"J-Pop - Released by Universal Music LLC on Apr 27, 2021"
65,missing,Ado,https://www.qobuz.com/us-en/album/missing-ado/ljdoy8wke29eb,https://static.qobuz.com/images/covers/eb/29/ljdoy8wke29eb_230.jpg,"J-Pop - Released by UNIVERSAL MUSIC LLC on Oct 9, 2022"
66,NOBODY,JEON SOYEON|Winter|Liz,https://www.qobuz.com/us-en/album/nobody-jeon-soyeonwinterliz/uh8vnfppqmrnb,https://static.qobuz.com/images/covers/nb/mr/uh8vnfppqmrnb_230.jpg,"K-Pop - Released by STUDIO BEYOND on Nov 16, 2023"
67,BOOM,Rocket Punch,https://www.qobuz.com/us-en/album/boom-rocket-punch/wps59w44ohrwc,https://static.qobuz.com/images/covers/wc/hr/wps59w44ohrwc_230.jpg,"K-Pop - Released by Woollim Entertainment on Sep 6, 2023"
68,残響散歌,Aimer,https://www.qobuz.com/us-en/album/aimer/iur1i11cv71kb,https://static.qobuz.com/images/covers/kb/71/iur1i11cv71kb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Dec 6, 2021"
69,Geekyland,Purple Kiss,https://www.qobuz.com/us-en/album/geekyland-purple-kiss/eo6luw5dsibuc,https://static.qobuz.com/images/covers/uc/ib/eo6luw5dsibuc_230.jpg,"Asia - Released by RBW Inc. on Jul 25, 2022"
70,BLACK BOX,Reol,https://www.qobuz.com/us-en/album/black-box-reol/kz7owljbo8zvb,https://static.qobuz.com/images/covers/vb/8z/kz7owljbo8zvb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Oct 18, 2023"
71,Twenty (Prod. Jung Key),Swan,https://www.qobuz.com/us-en/album/twenty-prod-jung-key-swan/duo8n3n74zfbc,https://static.qobuz.com/images/covers/bc/zf/duo8n3n74zfbc_230.jpg,"K-Pop - Released by RBW Inc. on Jul 2, 2023"
72,Good Day (Special Daileee),Weeekly,https://www.qobuz.com/us-en/album/good-day-special-daileee-weeekly/ugn5umwhlaygc,https://static.qobuz.com/images/covers/gc/ay/ugn5umwhlaygc_230.jpg,"K-Pop - Released by IST Entertainment on Sep 12, 2023"
73,Alone In The City,Dreamcatcher,https://www.qobuz.com/us-en/album/alone-in-the-city-dreamcatcher/orvgaomtbnrjc,https://static.qobuz.com/images/covers/jc/nr/orvgaomtbnrjc_230.jpg,"K-Pop - Released by Happyface Entertainment on Sep 20, 2018"
74,Pit-a-Pat,woo!ah!,https://www.qobuz.com/us-en/album/pit-a-pat-wooah/w0hlvvtke7c3a,https://static.qobuz.com/images/covers/3a/7c/w0hlvvtke7c3a_230.jpg,"Asia - Released by Nv Entertainment on Nov 16, 2022"
75,Diamond,TRI.BE,https://www.qobuz.com/us-en/album/diamond-tribe/v4f3ih7lu9rqc,https://static.qobuz.com/images/covers/qc/9r/v4f3ih7lu9rqc_230.jpg,"K-Pop - Released by Universal Music Ltd. on Feb 20, 2024"
76,Borderline,YooA,https://www.qobuz.com/us-en/album/borderline-yooa/xzdftqpvcvb9a,https://static.qobuz.com/images/covers/9a/vb/xzdftqpvcvb9a_230.jpg,"K-Pop - Released by WM ENTERTAINMENT INC. on Mar 14, 2024"
77,Pink Venom,BLACKPINK,https://www.qobuz.com/us-en/album/pink-venom-blackpink/veojo62yhfjaa,https://static.qobuz.com/images/covers/aa/fj/veojo62yhfjaa_230.jpg,"K-Pop - Released by YG Entertainment - Interscope Records on Aug 19, 2022"
78,STRAY SHEEP,Kenshi Yonezu,https://www.qobuz.com/us-en/album/stray-sheep-kenshi-yonezu/vda3qzsp7fgrc,https://static.qobuz.com/images/covers/rc/fg/vda3qzsp7fgrc_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Aug 5, 2020"
79,Deep River (Remastered 2018),Hikaru Utada,https://www.qobuz.com/us-en/album/deep-river-hikaru-utada/b7biefrx2y77b,https://static.qobuz.com/images/covers/7b/y7/b7biefrx2y77b_230.jpg,"J-Pop - Released by Universal Music LLC on Jan 1, 2001"
80,María,Hwa Sa,https://www.qobuz.com/us-en/album/maria-hwa-sa/msj2gbyxt6j7a,https://static.qobuz.com/images/covers/7a/6j/msj2gbyxt6j7a_230.jpg,"Asia - Released by RBW, Inc on Jun 29, 2020"
81,40代はいろいろ -Live from Metropolis Studios-,Hikaru Utada,https://www.qobuz.com/us-en/album/40-live-from-metropolis-studios-hikaru-utada/a3nibl7tjequb,https://static.qobuz.com/images/covers/ub/eq/a3nibl7tjequb_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Feb 17, 2023"
82,Teddy Bear,StayC,https://www.qobuz.com/us-en/album/teddy-bear-stayc/bjqosaf72tdac,https://static.qobuz.com/images/covers/ac/td/bjqosaf72tdac_230.jpg,"Asia - Released by High Up Entertainment on Feb 14, 2023"
83,YOUNHA Studio Live Album 'MINDSET',Younha,https://www.qobuz.com/us-en/album/younha-studio-live-album-mindset-younha/cjzkazxe20vrb,https://static.qobuz.com/images/covers/rb/0v/cjzkazxe20vrb_230.jpg,"K-Pop - Released by C9 ENTERTAINMENT on May 10, 2023"
84,I made,(G)I-DLE,https://www.qobuz.com/us-en/album/i-made-gi-dle/lwe69l0dfv31a,https://static.qobuz.com/images/covers/1a/v3/lwe69l0dfv31a_230.jpg,"Asia - Released by Cube Entertainment on Feb 26, 2019"
85,心得 / 紙一重,URU,https://www.qobuz.com/us-en/album/-uru/ea86slemzh8pc,https://static.qobuz.com/images/covers/pc/h8/ea86slemzh8pc_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Jun 7, 2023"
86,KAZINO,Bibi,https://www.qobuz.com/us-en/album/kazino-bibi/g2jkgr8vnl58b,https://static.qobuz.com/images/covers/8b/l5/g2jkgr8vnl58b_230.jpg,"Asia - Released by FeelGhoodMusic on Apr 29, 2020"
87,Senbonzakura,Ado,https://www.qobuz.com/us-en/album/senbonzakura-ado/xpaa0jd0sla7a,https://static.qobuz.com/images/covers/7a/la/xpaa0jd0sla7a_230.jpg,"J-Pop - Released by UNIVERSAL MUSIC LLC on Dec 29, 2021"
88,The End of Nightmare,Dreamcatcher,https://www.qobuz.com/us-en/album/the-end-of-nightmare-dreamcatcher/uph9n6gdce73a,https://static.qobuz.com/images/covers/3a/e7/uph9n6gdce73a_230.jpg,"K-Pop - Released by DREAMCATCHER COMPANY on Feb 13, 2019"
89,Sleep Walking Orchestra,BUMP OF CHICKEN,https://www.qobuz.com/us-en/album/sleep-walking-orchestra-bump-of-chicken/xtedxkmx1bezb,https://static.qobuz.com/images/covers/zb/be/xtedxkmx1bezb_230.jpg,"J-Pop - Released by Toy's Factory on Dec 11, 2023"
90,Starlit of Muse,Moon Byul,https://www.qobuz.com/us-en/album/starlit-of-muse-moon-byul/suv979bg5jpfb,https://static.qobuz.com/images/covers/fb/jp/suv979bg5jpfb_230.jpg,"K-Pop - Released by RBW Inc. on Feb 20, 2024"
91,INSIDE OUT,SEOLA,https://www.qobuz.com/us-en/album/inside-out-seola/fszhfomid9m1a,https://static.qobuz.com/images/covers/1a/9m/fszhfomid9m1a_230.jpg,"K-Pop - Released by Starship Entertainment on Jan 23, 2024"
92,Chou Ikimonobakari - Tennen Kinen Members BEST Selection,Ikimonogakari,https://www.qobuz.com/us-en/album/chou-ikimonobakari-tennen-kinen-members-best-selection-ikimonogakari/gvqlu4082cbbc,https://static.qobuz.com/images/covers/bc/cb/gvqlu4082cbbc_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Mar 15, 2016"
93,XOXO,JEON SOMI,https://www.qobuz.com/us-en/album/xoxo-jeon-somi/u2wmcsz6onp5b,https://static.qobuz.com/images/covers/5b/np/u2wmcsz6onp5b_230.jpg,"K-Pop - Released by THE BLACK LABEL - Interscope Records on Oct 29, 2021"
94,Ultra Blue (Remastered 2018),Hikaru Utada,https://www.qobuz.com/us-en/album/ultra-blue-hikaru-utada/rryvhr050kwhc,https://static.qobuz.com/images/covers/hc/kw/rryvhr050kwhc_230.jpg,"J-Pop - Released by Universal Music LLC on Jun 14, 2006"
95,カタオモイ - From THE FIRST TAKE,Aimer,https://www.qobuz.com/us-en/album/-from-the-first-take-aimer/kts7c77eltnyc,https://static.qobuz.com/images/covers/yc/tn/kts7c77eltnyc_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Dec 14, 2022"
96,Moodswings in This Order,DPR IAN,https://www.qobuz.com/us-en/album/moodswings-in-this-order-dpr-ian/hrwqsuv6lwywb,https://static.qobuz.com/images/covers/wb/wy/hrwqsuv6lwywb_230.jpg,"K-Pop - Released by DREAM PERFECT REGIME (DPR) on Mar 11, 2021"
97,WE NEED LOVE,StayC,https://www.qobuz.com/us-en/album/we-need-love-stayc/suxod67r65gbb,https://static.qobuz.com/images/covers/bb/5g/suxod67r65gbb_230.jpg,"Asia - Released by High Up Entertainment on Jul 19, 2022"
98,Door,KIMSEJEONG,https://www.qobuz.com/us-en/album/door-kimsejeong/a7jhvfdr52mcc,https://static.qobuz.com/images/covers/cc/2m/a7jhvfdr52mcc_230.jpg,"K-Pop - Released by Jellyfish Entertainment on Sep 4, 2023"
99,RED MOON,MAMAMOO,https://www.qobuz.com/us-en/album/red-moon-mamamoo/utcmq7wyqrbkb,https://static.qobuz.com/images/covers/kb/rb/utcmq7wyqrbkb_230.jpg,"Asia - Released by RBW, Inc. on Jul 16, 2018"
100,Souvenir,BUMP OF CHICKEN,https://www.qobuz.com/us-en/album/souvenir-bump-of-chicken/u3ay88s7x552a,https://static.qobuz.com/images/covers/2a/55/u3ay88s7x552a_230.jpg,"J-Pop - Released by Toy's Factory on Apr 5, 2023"
101,The Beginning,Fifty Fifty,https://www.qobuz.com/us-en/album/the-beginning-fifty-fifty/qfvso1lam28kb,https://static.qobuz.com/images/covers/kb/28/qfvso1lam28kb_230.jpg,"K-Pop - Released by WM Korea on Sep 22, 2023"
102,Anytime Anywhere,milet,https://www.qobuz.com/us-en/album/anytime-anywhere-milet/xkffakdz5v0ea,https://static.qobuz.com/images/covers/ea/v0/xkffakdz5v0ea_230.jpg,"J-Pop - Released by Sony Music Labels Inc. on Sep 29, 2023"
103,[Dystopia : Lose Myself],Dreamcatcher,https://www.qobuz.com/us-en/album/dystopia-lose-myself-dreamcatcher/fy41k4zr3sknb,https://static.qobuz.com/images/covers/nb/sk/fy41k4zr3sknb_230.jpg,"K-Pop - Released by DREAMCATCHER COMPANY on Aug 17, 2020"
104,TWO RABBITS,MAMAMOO+,https://www.qobuz.com/us-en/album/two-rabbits-mamamoo-/cs82tu1ff7fza,https://static.qobuz.com/images/covers/za/7f/cs82tu1ff7fza_230.jpg,"K-Pop - Released by RBW Inc. on Aug 3, 2023"
